product_barcode,product_label,product_size,brand_name,manufacturer_country,manufacturer_name,scan_country,data_url,bottle_weight,bottle_count
5060042350032,Spring Water,500 ml,Harrogate,GB,Harrogate Spring Water Ltd,GB,https://wastebase.org/#/o/17d384e0-61dd-4340-830b-ec92948c4c10,,16
5060042350056,Spring Water,500ml,Harrogate,GB,Harrogate Spring Water Ltd,GB,https://wastebase.org/#/o/17d384e0-61dd-4340-830b-ec92948c4c10,,1
5060255920015,Energy Drink,1.0 L,Boost,GB,Boost Drinks LTD,GB,https://wastebase.org/#/o/39cf108a-33c8-47c2-8180-96ff828a5b17,,4
5060332524655,Cleanse and Polish,200ml,Liz Earle,GB,Liz Earle Beauty Co. Limited,GB,https://wastebase.org/#/o/23c82b4b-cea9-4d1d-bc69-255f14a33489,,1
5060466516632,Energy Drink Original Flavour,400 ml,Power Play,US,Monster Beverage Corporation,KE,https://wastebase.org/#/o/a8f14ebf-6855-4123-8e55-5fb3e01a6481,,229
5060466516663,Carbonated Energy Drink,400,Power Play,US,Monster Beverage Corporation,UG,https://wastebase.org/#/o/a8f14ebf-6855-4123-8e55-5fb3e01a6481,,1
5060608740178,Carbonated Energy Drink,400,Predator Energy,US,Coca-Cola,UG,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5060608740253,Energy Drink,400 ml,Predator Energy,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,262
5060608749232,Gold Strike Energy Drink,350 ml,Predator Energy,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,190
5060677250479,Kyra gentle face wash,120ml,Gruum,GB,Gruum Europe Ltd,ES,https://wastebase.org/#/o/e8f904f1-d21a-4eac-9ce0-d875332587b9,,1
5060677250486,Altruist SPF50 Sunscreen,50ml,Gruum,GB,Gruum Europe Ltd,ES,https://wastebase.org/#/o/e8f904f1-d21a-4eac-9ce0-d875332587b9,,2
5203615820130,Xtra Berry Flavoured Carbonated Soft Drink,400ml,Mo,TZ,METL Group,TZ,https://wastebase.org/#/o/ead953e7-a526-4ced-970d-f403daaf9c7a,,40
5391518270241,Protective sun lotion,60 ml,Banana Boat,US,Edgewell Personal Care,GB,https://wastebase.org/#/o/10a4cb3c-80ff-41e4-8d9f-7b28e6af2d0d,,20
54017726,Delight. Mango,350 ml,Cappy,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,313
54020849,Soda Water,300 ml,Krest,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,14.700,5
5410076928170,Original Dishwashing Liquid,433 ml,Fairy,US,THE PROCTER & GAMBLE COMPANY,GB,https://wastebase.org/#/o/b5390f65-0892-448b-8fe6-dc103cf4174c,,1
5410316962520,Vodka,200 ml,Smirnoff,GB,Diageo Plc,MZ,https://wastebase.org/#/o/359bffc0-5baa-44dc-9548-60e400943c13,,1
5410316962520,Vodka,200 ml,Smirnoff,GB,Diageo Plc,RW,https://wastebase.org/#/o/359bffc0-5baa-44dc-9548-60e400943c13,,1
5410438036420,Milk Drink,400 ml,Yazoo,NL,Koninklijke FrieslandCampina N.V.,GB,https://wastebase.org/#/o/12414724-d744-4084-90f7-4fe5b069cc26,,1
5410438036482,Yazoo Milk Drink,400 ml,Yazoo,NL,Koninklijke FrieslandCampina N.V.,GB,https://wastebase.org/#/o/12414724-d744-4084-90f7-4fe5b069cc26,,2
5412533416886,Sensitive Washing Up Liquid,450 ml,Ecover,US,"S. C. Johnson & Son, Inc.",GB,https://wastebase.org/#/o/e8c44e08-c2f7-4457-b30c-1632455108f9,,2
5412533418316,Zero Wool & Delicates Laundry Liquid,1.0 L,Ecover,US,"S. C. Johnson & Son, Inc.",GB,https://wastebase.org/#/o/e8c44e08-c2f7-4457-b30c-1632455108f9,,1
5413149418431,Bleach,500ml,Flash,US,THE PROCTER & GAMBLE COMPANY,GB,https://wastebase.org/#/o/b5390f65-0892-448b-8fe6-dc103cf4174c,,1
5413149418493,Bathroom Cleaner,500 ml,Flash,US,THE PROCTER & GAMBLE COMPANY,GB,https://wastebase.org/#/o/b5390f65-0892-448b-8fe6-dc103cf4174c,,1
5413149980761,Original Dishwashing Liquid,433 ml,Fairy,US,THE PROCTER & GAMBLE COMPANY,GB,https://wastebase.org/#/o/b5390f65-0892-448b-8fe6-dc103cf4174c,,1
54490000,Purified Water,1.0 L,Dasani,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,56
54490000,Purified Water,1.0 L,Dasani,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,6
5449000000286,Coca-Cola,2.0 L,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,52.500,1
5449000000286,Coca-Cola,2.0 L,Coca-Cola,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,52.500,13
5449000000286,Coca-Cola,2.0 L,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,52.500,4230
5449000000439,Coca-Cola,1.5 L,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000000439,Coca-Cola,1.5 L,Coca-Cola,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,15
5449000000996,Coca Cola Cans 330ml Pk24 A00768,0.33L,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,341
5449000003751,Pineapple Carbonated Soft Drink,1.5 L,Fanta,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,16
5449000003768,Fanta Grape,2.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,130
5449000004840,Fanta Orange,2.0 L,Fanta,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,43
5449000004840,Fanta Orange,2.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,955
5449000004864,Lemon Lime Carbonated Drink,2.0 L,Sprite,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,59
5449000004864,Lemon Lime Carbonated Drink,2.0 L,Sprite,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000006271,Fanta,1.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,863
5449000006271,Fanta,1.0 L,Fanta,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,11
5449000010070,Fanta Grape,2.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,398
5449000014917,Soda Water,1.0 L,Schweppes,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,17
5449000021830,Pineapple / Ananás,1.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,7
5449000022752,Blackcurrant Flavour Carbonated Drink,2.0 L,Fanta,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,9
5449000028075,Pine-nut carbonated soft drink,500 ml,Sparletta,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,36
5449000028921,Coke,1.25L,Coca-Cola,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,29
5449000028921,Coke,1.25L,Coca-Cola,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,21
5449000028938,Orange Flavored Drink,1.25 L,Fanta,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,38
5449000028938,Orange Flavored Drink,1.25 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,45
5449000028938,Orange Flavored Drink,1.25 L,Fanta,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,29
5449000028976,Lemon-lime Flavoured Drink,1.25 L,Sprite,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000028976,Lemon-lime Flavoured Drink,1.25 L,Sprite,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5449000034335,Smartwater,600 ml,Glaçeau Smartwater,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000045478,Mineral Water,1.5 L,Bonaqua,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1079
5449000052926,Orange Carbonated Drink,1.5 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000052926,Orange Carbonated Drink,1.5 L,Fanta,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,20
5449000054227,Coca Cola,1.0 L,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,37.500,2
5449000054227,Coca Cola,1.0 L,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,37.500,2256
5449000062215,Purified Water,2.5 L,Bonaqua,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,238
5449000064141,Diet Coke,1.25 L,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,8
5449000090096,Passion Fruit Flavoured Drink,2.0 L,Fanta,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,36
5449000098504,Still Drinking Water,1.5 L,Dasani,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,29
5449000098764,Purified Water,1.0 L,Dasani,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,20
5449000103079,Carbonated soft drink stoney Tangawizi/ ginger,500ml,Coca-Cola,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,41
5449000105660,Sparletta,2.0 L,Sparletta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,818
5449000107664,Spring Water,500 ml,Valpre,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,23
5449000107787,Spring water,1.5 L,Valpre,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000109613,Refrigerante Lima/Limão,500 ml,Sprite,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5449000109613,Refrigerante Lima/Limão,500 ml,Sprite,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,5
5449000113467,Blackcurrant Flavour Carbonated Drink,1.25 L,Fanta,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,43
5449000117977,Sparletta Pine Nut,2.0 L,Sparletta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,232
5449000117977,Sparletta Pine Nut,2.0 L,Sparletta,US,Coca-Cola,ZA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,2
5449000118615,DRINKING WATER,2.5 L,Kilimanjaro,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,97
5449000118745,Drinking Water,500 ml,Kilimanjaro,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,129
5449000120731,Agua del Manantial Santolin,1.5 L,aquaBona,US,Coca-Cola,ES,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,4
5449000120984,Fanta Orange Zero,2.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1508
5449000120984,Fanta Orange Zero,2.0 L,Fanta,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,22
5449000121059,Agua del Manantial Fontoira,500 ml,aquaBona,US,Coca-Cola,ES,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000123268,Spring Water,500 ml,Valpre,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000123268,Spring Water,500 ml,Valpre,US,Coca-Cola,ZA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000124999,Summer Fruits,500ml,Oasis (UK),US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,4
5449000124999,Summer Fruits,500ml,Oasis (UK),US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,15
5449000125002,Summer Fruits,1.5 L,Oasis (UK),US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000125019,Citrus Punch,500 ml,Oasis (UK),US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000125019,Citrus Punch,500 ml,Oasis (UK),US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000130792,Sparkling Drinking Water,500 ml,Dasani,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000131836,Diet Coke,500 ml,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000131836,Diet Coke,500 ml,Coca-Cola,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,21
5449000131836,Diet Coke,500 ml,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5449000131836,Diet Coke,500 ml,Coca-Cola,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,58
5449000131836,Diet Coke,500 ml,Coca-Cola,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,5
5449000131836,Diet Coke,500 ml,Coca-Cola,US,Coca-Cola,ZM,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5449000131843,Coke Zero,2.0 L,Coca-Cola,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,75
5449000131843,Coke Zero,2.0 L,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000133328,Coke Zero,1.0 L,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,79
5449000133373,Indian Tonic Water,1.0 L,Schweppes,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000133724,Coke Zero,1.25 L,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5449000139030,Bitter Lemon,500ml,Krest,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,53
5449000139474,Strawberry / Morango Carbonated Soft Drink,1.0 L,Sparletta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,384
5449000139528,Grape / Uva Refresco,1.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,64
5449000165978,Drinking Water,1.0 L,Kilimanjaro,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,76
5449000180056,Sparletta,2.0 L,Sparletta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,171
5449000180247,Mango Juice Drink,1.0 L,Minute Maid,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,58
5449000180247,Mango Juice Drink,1.0 L,Minute Maid,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000180247,Mango Juice Drink,1.0 L,Minute Maid,US,Coca-Cola,UG,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000180292,Delight Apple,1.0 L,Minute Maid,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,6
5449000180292,Delight Apple,1.0 L,Minute Maid,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000188342,Delight Apple,400 ml,Minute Maid,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,26
5449000193865,Tangawizi / Ginger Beer Soft Drink,500 ml,Stoney,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,5
5449000193865,Tangawizi / Ginger Beer Soft Drink,500 ml,Stoney,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,28
5449000195456,Delight Tropical,1.0 L,Minute Maid,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,26
5449000195777,Mango Carbonated Soft Drink,500ml,Novida,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,11
5449000195777,Mango Carbonated Soft Drink,500ml,Novida,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,50
5449000195777,Mango Carbonated Soft Drink,500ml,Novida,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000196903,Bitter lemon,1.25 L,Krest,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000214522,Zero Sugar Fruit Twist,500 ml,Fanta,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000214607,Smartwater Still,850 ml,Glaçeau Smartwater,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5449000219206,Lemon / Citron flavour Carbonated Soft Drink,1.5 L,Fanta,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,139
5449000219299,Soft Drink,500 ml,Fanta,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,308
5449000221780,Diet Coke,750ml,Coca-Cola,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,28
5449000230089,Fanta Grape,500 ml,Fanta,US,Coca-Cola,ZM,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,6
5449000234612,Sprite,1.0 L,Sprite,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,655
5449000234612,Sprite,1.0 L,Sprite,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,4
5449000234636,Sprite,2.0 L,Sprite,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1371
5449000234636,Sprite,2.0 L,Sprite,US,Coca-Cola,ZA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000234643,Diet Sprite,440 ml,Sprite,US,Coca-Cola,ZA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000236135,Lemon-Lime Carbonated Drink,500 ml,Sprite,US,Coca-Cola,MW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,21
5449000236135,Lemon-Lime Carbonated Drink,500 ml,Sprite,US,Coca-Cola,ZM,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,8
5449000236371,Indian Tonic Water no sugar,1,Schweppes,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000239662,Coca-Cola Zero Sugar,2.0 L,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000251541,Lemon-Lime Flavoured,500 ml,Sprite,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,6
5449000251541,Lemon-Lime Flavoured,500 ml,Sprite,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000251893,mango juice,400 ml,Minute Maid,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5449000260093,Tangawizi,1.25l,Stoney,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000263445,Coca-Cola,1.5 L,Coca-Cola,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,19
5449000265609,Pump Low Kilojoule Still Lemon Flavoured Drink,750 ml,Bonaqua,US,Coca-Cola,ZA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000274359,"Nutridefenses,nectar tropical",1.0 L,Minute Maid,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000274380,Mango,1.0 L,Minute Maid,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,5
5449000277695,Lemon-lime Flavoured Drink,750 ml,Sprite,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,22
5449000278333,Minute Maid Orange - Laranja,1.0 L,Minute Maid,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5449000284006,Apple flavoured drink,1.0 L,Minute Maid,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000284037,Embe flavoured drink,1.0 L,Minute Maid,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,4
5449000284044,Delight Mango Flavoured Drink,400 ml,Minute Maid,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5449000284044,Delight Mango Flavoured Drink,400 ml,Minute Maid,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,42
5449000284303,Dry Lemon,1.0 L,Schweppes,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5449000290014,Apple flavoured drink,1.5 L,Cappy,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,54
5449000297280,Coca-Cola,500 ml,Coca-Cola,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,79
5449000306579,Cappy,1.0 L,Delight. manga,MZ,Coca Cola Sabco (Mozambique) SARL,MZ,https://wastebase.org/#/o/e04f17af-7127-4364-8804-a364df27e690,,55
5449000664686,Coca Cola,440 ml,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,8
5449000664686,Coca Cola,440 ml,Coca-Cola,US,Coca-Cola,ZA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5449000664853,Sparberry,440 ml,Sparletta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
54490482,mountain blast sports drink,500ml,Powerade,US,Coca-Cola,ZA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
54490673,Tonic Water,500ml,Krest,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,22
54490857,Soda Water,500 ml,Krest,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
54491069,Lemon-Lime Flavoured Drink,500 ml,Sprite,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
54491069,Lemon-Lime Flavoured Drink,500 ml,Sprite,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,64
54491069,Lemon-Lime Flavoured Drink,500 ml,Sprite,US,Coca-Cola,MW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
54491069,Lemon-Lime Flavoured Drink,500 ml,Sprite,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,47
54491069,Lemon-Lime Flavoured Drink,500 ml,Sprite,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,165
54491397,Orange Zero Sugar,500 ml,Fanta,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
54491472,Coca-Cola,500 ml,Coca-Cola,US,Coca-Cola,ES,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,24.000,1
54491472,Coca-Cola,500 ml,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,24.000,10
54491472,Coca-Cola,500 ml,Coca-Cola,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,24.000,61
54491472,Coca-Cola,500 ml,Coca-Cola,US,Coca-Cola,MW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,24.000,107
54491472,Coca-Cola,500 ml,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,24.000,26
54491472,Coca-Cola,500 ml,Coca-Cola,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,24.000,25
54491472,Coca-Cola,500 ml,Coca-Cola,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,24.000,167
